"","id","trait","question","responseOptions","p1","p2","p3","p4"
"529",1529,NA,NA,NA,2.51349056700174,0.92580412043175,0.25,1
"530",1530,NA,NA,NA,1,0,0.25,1
"531",1531,NA,NA,NA,3,0.216397125763846,0.25,1
"532",1532,NA,NA,NA,1.61732734332547,0.166637782637848,0.25,1
"533",1533,NA,NA,NA,3,-0.217841712040085,0.25,1
"534",1534,NA,NA,NA,3,4,0.25,1
"535",1535,NA,NA,NA,1,0,0.25,1
"536",1536,NA,NA,NA,3,0.433252770277818,0.25,1
"537",1537,NA,NA,NA,3,0.125588104960185,0.25,1
"538",1538,NA,NA,NA,3,0.593539405590269,0.25,1
"539",1539,NA,NA,NA,1.92840989056714,0.249112263955169,0.25,1
"540",1540,NA,NA,NA,2.45175033398204,1.80237362007337,0.25,1
"541",1541,NA,NA,NA,3,-0.796984997723146,0.25,1
"542",1542,NA,NA,NA,2.18823352522461,-0.00478648003666119,0.25,1
"543",1543,NA,NA,NA,1.17135460140455,-1.41783800267322,0.25,1
"544",1544,NA,NA,NA,3,4,0.25,1
"545",1545,NA,NA,NA,0.862595061305452,-0.624177549124274,0.25,1
"546",1546,NA,NA,NA,2.29921166445681,0.323372271463667,0.25,1
"547",1547,NA,NA,NA,3,-0.373814041607441,0.25,1
"548",1548,NA,NA,NA,3,-0.274805409727556,0.25,1
"549",1549,NA,NA,NA,2.23529890928191,-0.356423771617167,0.25,1
"550",1550,NA,NA,NA,3,-4,0.25,1
"551",1551,NA,NA,NA,3,4,0.25,1
"552",1552,NA,NA,NA,0.35924991076272,4,0.25,1
"553",1553,NA,NA,NA,3,0.710811639606662,0.25,1
"554",1554,NA,NA,NA,3,0.708833227399468,0.25,1
"555",1555,NA,NA,NA,0.0547318327947957,-4,0.25,1
"556",1556,NA,NA,NA,2.26943101467076,1.04368397848203,0.25,1
"557",1557,NA,NA,NA,2.44693848005358,0.180739339880103,0.25,1
"558",1558,NA,NA,NA,3,0.0809618217185214,0.25,1
"559",1559,NA,NA,NA,3,4,0.25,1
"560",1560,NA,NA,NA,0.270874299637564,3.30939127762339,0.25,1
"561",1561,NA,NA,NA,3,-0.398392789496011,0.25,1
"562",1562,NA,NA,NA,2.83886761003819,-0.12174472427539,0.25,1
"563",1563,NA,NA,NA,0.765026571636893,-0.389489105303721,0.25,1
"564",1564,NA,NA,NA,1,0,0.25,1
"565",1565,NA,NA,NA,0.497585937924461,4,0.25,1
"566",1566,NA,NA,NA,2.30043515277789,-0.363830794404636,0.25,1
"567",1567,NA,NA,NA,2.54516715236146,0.182606960640107,0.25,1
"568",1568,NA,NA,NA,3,1.12164776715339,0.25,1
"569",1569,NA,NA,NA,1.85957574258011,0.817338471454034,0.25,1
"570",1570,NA,NA,NA,3,1.32530532486106,0.25,1
"571",1571,NA,NA,NA,3,4,0.25,1
"572",1572,NA,NA,NA,1,0,0.25,1
"573",1573,NA,NA,NA,3,0.483260178765766,0.25,1
"574",1574,NA,NA,NA,1.88065148844928,0.565171952803974,0.25,1
"575",1575,NA,NA,NA,2.21751115928922,0.623627349028624,0.25,1
"576",1576,NA,NA,NA,1,0,0.25,1
"577",1577,NA,NA,NA,1,0,0.25,1
"578",1578,NA,NA,NA,3,-0.111400021161754,0.25,1
"579",1579,NA,NA,NA,3,1.32460357917095,0.25,1
"580",1580,NA,NA,NA,1.72299460849817,-0.151725543745368,0.25,1
"581",1581,NA,NA,NA,3,-0.129829528323376,0.25,1
"582",1582,NA,NA,NA,3,0.0676315674988142,0.25,1
"583",1583,NA,NA,NA,3,0.393807717365991,0.25,1
"584",1584,NA,NA,NA,3,0.211695050226881,0.25,1
"585",1585,NA,NA,NA,3,-0.177013582630887,0.25,1
"586",1586,NA,NA,NA,3,0.357017269139107,0.25,1
"587",1587,NA,NA,NA,3,0.299030476934885,0.25,1
"588",1588,NA,NA,NA,3,-0.431639126389543,0.25,1
"589",1589,NA,NA,NA,3,0.241446472886886,0.25,1
"590",1590,NA,NA,NA,3,0.0108314480837394,0.25,1
"591",1591,NA,NA,NA,3,0.231698415739353,0.25,1
"592",1592,NA,NA,NA,3,-0.172520917797035,0.25,1
"593",1593,NA,NA,NA,3,0.343607807275695,0.25,1
"594",1594,NA,NA,NA,3,-0.252001747748409,0.25,1
"595",1595,NA,NA,NA,3,-0.199444132636947,0.25,1
"596",1596,NA,NA,NA,0.334141418519058,-4,0.25,1
"597",1597,NA,NA,NA,3,0.497986105427996,0.25,1
"598",1598,NA,NA,NA,3,-0.0642070144864134,0.25,1
"599",1599,NA,NA,NA,1.3515358448573,-0.881779595032272,0.25,1
"600",1600,NA,NA,NA,1.58769228402823,-1.06647627904131,0.25,1
"601",1601,NA,NA,NA,1,0,0.25,1
"602",1602,NA,NA,NA,1,0,0.25,1
"603",1603,NA,NA,NA,1,0,0.25,1
"604",1604,NA,NA,NA,1,0,0.25,1
"605",1605,NA,NA,NA,1,0,0.25,1
"606",1606,NA,NA,NA,1,0,0.25,1
"607",1607,NA,NA,NA,1,0,0.25,1
"608",1608,NA,NA,NA,1,0,0.25,1
"609",1609,NA,NA,NA,1,0,0.25,1
"610",1610,NA,NA,NA,1,0,0.25,1
"611",1611,NA,NA,NA,1,0,0.25,1
"612",1612,NA,NA,NA,1,0,0.25,1
"613",1613,NA,NA,NA,1,0,0.25,1
"614",1614,NA,NA,NA,1,0,0.25,1
"615",1615,NA,NA,NA,1,0,0.25,1
"616",1616,NA,NA,NA,1,0,0.25,1
"617",1617,NA,NA,NA,1,0,0.25,1
"618",1618,NA,NA,NA,1,0,0.25,1
"619",1619,NA,NA,NA,1,0,0.25,1
"620",1620,NA,NA,NA,1,0,0.25,1
"621",1621,NA,NA,NA,1,0,0.25,1
"622",1622,NA,NA,NA,1,0,0.25,1
"623",1623,NA,NA,NA,1,0,0.25,1
"624",1624,NA,NA,NA,1,0,0.25,1
"625",1625,NA,NA,NA,1,0,0.25,1
"626",1626,NA,NA,NA,1,0,0.25,1
"627",1627,NA,NA,NA,1,0,0.25,1
"628",1628,NA,NA,NA,1,0,0.25,1
"629",1629,NA,NA,NA,1,0,0.25,1
"630",1630,NA,NA,NA,1,0,0.25,1
"631",1631,NA,NA,NA,1,0,0.25,1
"632",1632,NA,NA,NA,1,0,0.25,1
"633",1633,NA,NA,NA,1,0,0.25,1
"634",1634,NA,NA,NA,1,0,0.25,1
"635",1635,NA,NA,NA,1,0,0.25,1
"636",1636,NA,NA,NA,1,0,0.25,1
"637",1637,NA,NA,NA,1,0,0.25,1
"638",1638,NA,NA,NA,1,0,0.25,1
"639",1639,NA,NA,NA,1,0,0.25,1
"640",1640,NA,NA,NA,1,0,0.25,1
"641",1641,NA,NA,NA,1,0,0.25,1
"642",1642,NA,NA,NA,1,0,0.25,1
"643",1643,NA,NA,NA,1,0,0.25,1
"644",1644,NA,NA,NA,1,0,0.25,1
"645",1645,NA,NA,NA,1,0,0.25,1
"646",1646,NA,NA,NA,1,0,0.25,1
"647",1647,NA,NA,NA,1,0,0.25,1
"648",1648,NA,NA,NA,1,0,0.25,1
"649",1649,NA,NA,NA,1,0,0.25,1
"650",1650,NA,NA,NA,1,0,0.25,1
"651",1651,NA,NA,NA,1,0,0.25,1
"652",1652,NA,NA,NA,1,0,0.25,1
"653",1653,NA,NA,NA,1,0,0.25,1
"654",1654,NA,NA,NA,1,0,0.25,1
"655",1655,NA,NA,NA,1,0,0.25,1
"656",1656,NA,NA,NA,1,0,0.25,1
"657",1657,NA,NA,NA,1,0,0.25,1
"658",1658,NA,NA,NA,1,0,0.25,1
"659",1659,NA,NA,NA,1,0,0.25,1
"660",1660,NA,NA,NA,1,0,0.25,1
"661",1661,NA,NA,NA,1,0,0.25,1
"662",1662,NA,NA,NA,1,0,0.25,1
"663",1663,NA,NA,NA,1,0,0.25,1
"664",1664,NA,NA,NA,1,0,0.25,1
"665",1665,NA,NA,NA,1,0,0.25,1
"666",1666,NA,NA,NA,1,0,0.25,1
"667",1667,NA,NA,NA,1,0,0.25,1
"668",1668,NA,NA,NA,1,0,0.25,1
"669",1669,NA,NA,NA,1,0,0.25,1
"670",1670,NA,NA,NA,1,0,0.25,1
"671",1671,NA,NA,NA,1,0,0.25,1
"672",1672,NA,NA,NA,1,0,0.25,1
"673",1673,NA,NA,NA,1,0,0.25,1
"674",1674,NA,NA,NA,1,0,0.25,1
"675",1675,NA,NA,NA,1,0,0.25,1
"676",1676,NA,NA,NA,1,0,0.25,1
"677",1677,NA,NA,NA,1,0,0.25,1
"678",1678,NA,NA,NA,1,0,0.25,1
"679",1679,NA,NA,NA,1,0,0.25,1
"680",1680,NA,NA,NA,1,0,0.25,1
"681",1681,NA,NA,NA,1,0,0.25,1
"682",1682,NA,NA,NA,1,0,0.25,1
"683",1683,NA,NA,NA,1,0,0.25,1
"684",1684,NA,NA,NA,1,0,0.25,1
"685",1685,NA,NA,NA,1,0,0.25,1
"686",1686,NA,NA,NA,1,0,0.25,1
"687",1687,NA,NA,NA,1,0,0.25,1
"688",1688,NA,NA,NA,1,0,0.25,1
"689",1689,NA,NA,NA,1,0,0.25,1
"690",1690,NA,NA,NA,1,0,0.25,1
"691",1691,NA,NA,NA,1,0,0.25,1
"692",1692,NA,NA,NA,1,0,0.25,1
"693",1693,NA,NA,NA,1,0,0.25,1
"694",1694,NA,NA,NA,1,0,0.25,1
"695",1695,NA,NA,NA,1,0,0.25,1
"696",1696,NA,NA,NA,1,0,0.25,1
"697",1697,NA,NA,NA,1,0,0.25,1
"698",1698,NA,NA,NA,1,0,0.25,1
"699",1699,NA,NA,NA,1,0,0.25,1
"700",1700,NA,NA,NA,1,0,0.25,1
"701",1701,NA,NA,NA,1,0,0.25,1
"702",1702,NA,NA,NA,1,0,0.25,1
"703",1703,NA,NA,NA,1,0,0.25,1
"704",1704,NA,NA,NA,1,0,0.25,1
"705",1705,NA,NA,NA,1,0,0.25,1
"706",1706,NA,NA,NA,1,0,0.25,1
"707",1707,NA,NA,NA,1,0,0.25,1
"708",1708,NA,NA,NA,1,0,0.25,1
"709",1709,NA,NA,NA,1,0,0.25,1
"710",1710,NA,NA,NA,1,0,0.25,1
"711",1711,NA,NA,NA,1,0,0.25,1
"712",1712,NA,NA,NA,1,0,0.25,1
"713",1713,NA,NA,NA,1,0,0.25,1
"714",1714,NA,NA,NA,1,0,0.25,1
"715",1715,NA,NA,NA,1,0,0.25,1
"716",1716,NA,NA,NA,1,0,0.25,1
"717",1717,NA,NA,NA,1,0,0.25,1
"718",1718,NA,NA,NA,1,0,0.25,1
"719",1719,NA,NA,NA,1,0,0.25,1
"720",1720,NA,NA,NA,1,0,0.25,1
"721",1721,NA,NA,NA,1,0,0.25,1
"722",1722,NA,NA,NA,1,0,0.25,1
"723",1723,NA,NA,NA,1,0,0.25,1
"724",1724,NA,NA,NA,1,0,0.25,1
"725",1725,NA,NA,NA,1,0,0.25,1
"726",1726,NA,NA,NA,1,0,0.25,1
"727",1727,NA,NA,NA,1,0,0.25,1
"728",1728,NA,NA,NA,1,0,0.25,1
"729",1729,NA,NA,NA,1,0,0.25,1
"730",1730,NA,NA,NA,1,0,0.25,1
"731",1731,NA,NA,NA,1,0,0.25,1
"732",1732,NA,NA,NA,1,0,0.25,1
"733",1733,NA,NA,NA,1,0,0.25,1
"734",1734,NA,NA,NA,1,0,0.25,1
"735",1735,NA,NA,NA,1,0,0.25,1
"736",1736,NA,NA,NA,1,0,0.25,1
"737",1737,NA,NA,NA,1,0,0.25,1
"738",1738,NA,NA,NA,1,0,0.25,1
"739",1739,NA,NA,NA,1,0,0.25,1
"740",1740,NA,NA,NA,1,0,0.25,1
"741",1741,NA,NA,NA,1,0,0.25,1
"742",1742,NA,NA,NA,1,0,0.25,1
"743",1743,NA,NA,NA,1,0,0.25,1
"744",1744,NA,NA,NA,1,0,0.25,1
"745",1745,NA,NA,NA,1,0,0.25,1
"746",1746,NA,NA,NA,1,0,0.25,1
"747",1747,NA,NA,NA,1,0,0.25,1
"748",1748,NA,NA,NA,1,0,0.25,1
"749",1749,NA,NA,NA,1,0,0.25,1
"750",1750,NA,NA,NA,1,0,0.25,1
"751",1751,NA,NA,NA,1,0,0.25,1
"752",1752,NA,NA,NA,1,0,0.25,1
"753",1753,NA,NA,NA,1,0,0.25,1
"754",1754,NA,NA,NA,1,0,0.25,1
"755",1755,NA,NA,NA,1,0,0.25,1
"756",1756,NA,NA,NA,1,0,0.25,1
"757",1757,NA,NA,NA,1,0,0.25,1
"758",1758,NA,NA,NA,1,0,0.25,1
"759",1759,NA,NA,NA,1,0,0.25,1
"760",1760,NA,NA,NA,1,0,0.25,1
"761",1761,NA,NA,NA,1,0,0.25,1
"762",1762,NA,NA,NA,1,0,0.25,1
"763",1763,NA,NA,NA,1,0,0.25,1
"764",1764,NA,NA,NA,1,0,0.25,1
"765",1765,NA,NA,NA,1,0,0.25,1
"766",1766,NA,NA,NA,1,0,0.25,1
"767",1767,NA,NA,NA,1,0,0.25,1
"768",1768,NA,NA,NA,1,0,0.25,1
"769",1769,NA,NA,NA,1,0,0.25,1
"770",1770,NA,NA,NA,1,0,0.25,1
"771",1771,NA,NA,NA,1,0,0.25,1
"772",1772,NA,NA,NA,1,0,0.25,1
"773",1773,NA,NA,NA,1,0,0.25,1
"774",1774,NA,NA,NA,1,0,0.25,1
"775",1775,NA,NA,NA,1,0,0.25,1
"776",1776,NA,NA,NA,1,0,0.25,1
"777",1777,NA,NA,NA,1,0,0.25,1
"778",1778,NA,NA,NA,1,0,0.25,1
"779",1779,NA,NA,NA,1,0,0.25,1
"780",1780,NA,NA,NA,1,0,0.25,1
"781",1781,NA,NA,NA,1,0,0.25,1
"782",1782,NA,NA,NA,1,0,0.25,1
"783",1783,NA,NA,NA,1,0,0.25,1
"784",1784,NA,NA,NA,1,0,0.25,1
"785",1785,NA,NA,NA,1,0,0.25,1
"786",1786,NA,NA,NA,1,0,0.25,1
"787",1787,NA,NA,NA,1,0,0.25,1
"788",1788,NA,NA,NA,1,0,0.25,1
"789",1789,NA,NA,NA,1,0,0.25,1
"790",1790,NA,NA,NA,1,0,0.25,1
"791",1791,NA,NA,NA,1,0,0.25,1
"792",1792,NA,NA,NA,1,0,0.25,1
"793",1793,NA,NA,NA,1,0,0.25,1
"794",1794,NA,NA,NA,1,0,0.25,1
"795",1795,NA,NA,NA,1,0,0.25,1
"796",1796,NA,NA,NA,1,0,0.25,1
"797",1797,NA,NA,NA,1,0,0.25,1
"798",1798,NA,NA,NA,1,0,0.25,1
"799",1799,NA,NA,NA,1,0,0.25,1
"800",1800,NA,NA,NA,1,0,0.25,1
"801",1801,NA,NA,NA,1,0,0.25,1
"802",1802,NA,NA,NA,1.61724213177237,-0.435409279849547,0.25,1
"803",1803,NA,NA,NA,1,0,0.25,1
"804",1804,NA,NA,NA,0.423011162051251,1.89586184808919,0.25,1
"805",1805,NA,NA,NA,2.67673644108646,0.527403093558283,0.25,1
"806",1806,NA,NA,NA,0.215323581505952,4,0.25,1
"807",1807,NA,NA,NA,3,0.165982550550451,0.25,1
"808",1808,NA,NA,NA,3,1.16088261011378,0.25,1
"809",1809,NA,NA,NA,1,0,0.25,1
"810",1810,NA,NA,NA,1,0,0.25,1
"811",1811,NA,NA,NA,1,0,0.25,1
"812",1812,NA,NA,NA,2.24910048236379,0.243401454680719,0.25,1
"813",1813,NA,NA,NA,0.952802684921261,1.87489716878312,0.25,1
"814",1814,NA,NA,NA,3,0.0529378836581941,0.25,1
"815",1815,NA,NA,NA,3,1.16112727980791,0.25,1
"816",1816,NA,NA,NA,3,0.467732566702842,0.25,1
"817",1817,NA,NA,NA,1,0,0.25,1
"818",1818,NA,NA,NA,1.03143664724763,-1.69644649433932,0.25,1
"819",1819,NA,NA,NA,1.08732248601683,-0.0831238889525581,0.25,1
"820",1820,NA,NA,NA,1,0,0.25,1
"821",1821,NA,NA,NA,1,0,0.25,1
"822",1822,NA,NA,NA,3,0.842143819852455,0.25,1
"823",1823,NA,NA,NA,1,0,0.25,1
"824",1824,NA,NA,NA,3,-0.135817290859558,0.25,1
"825",1825,NA,NA,NA,3,-0.785101556770225,0.25,1
"826",1826,NA,NA,NA,3,-0.210066663524036,0.25,1
"827",1827,NA,NA,NA,3,-0.160079940705671,0.25,1
"828",1828,NA,NA,NA,3,-0.180774469337463,0.25,1
"829",1829,NA,NA,NA,3,1.16996520557391,0.25,1
"830",1830,NA,NA,NA,1.60115806340042,0.332544102463089,0.25,1
"831",1831,NA,NA,NA,3,1.09037782347722,0.25,1
"832",1832,NA,NA,NA,1.92633201886698,-0.371599160004444,0.25,1
"833",1833,NA,NA,NA,1,0,0.25,1
"834",1834,NA,NA,NA,3,-0.989439930918424,0.25,1
"835",1835,NA,NA,NA,1,0,0.25,1
"836",1836,NA,NA,NA,1,0,0.25,1
"837",1837,NA,NA,NA,1,0,0.25,1
"838",1838,NA,NA,NA,1,0,0.25,1
"839",1839,NA,NA,NA,3,0.085409567061203,0.25,1
"840",1840,NA,NA,NA,0.645472077581469,-0.235973671840005,0.25,1
"841",1841,NA,NA,NA,2.98483875737276,0.724458135995546,0.25,1
"842",1842,NA,NA,NA,3,1.00798613340192,0.25,1
"843",1843,NA,NA,NA,1,0,0.25,1
"844",1844,NA,NA,NA,3,4,0.25,1
"845",1845,NA,NA,NA,0.601957439764529,-0.116465493862735,0.25,1
"846",1846,NA,NA,NA,3,-0.296704921927554,0.25,1
"847",1847,NA,NA,NA,1,0,0.25,1
"848",1848,NA,NA,NA,3,-0.250715129539987,0.25,1
"849",1849,NA,NA,NA,2.4729049598765,0.0624021435876692,0.25,1
"850",1850,NA,NA,NA,2.16295919239296,-0.439773218672963,0.25,1
"851",1851,NA,NA,NA,1,0,0.25,1
"852",1852,NA,NA,NA,3,-0.00551217052074578,0.25,1
"853",1853,NA,NA,NA,3,1.38909604571803,0.25,1
"854",1854,NA,NA,NA,3,0.304605035546096,0.25,1
"855",1855,NA,NA,NA,1,0,0.25,1
"856",1856,NA,NA,NA,3,-0.195383425737069,0.25,1
"857",1857,NA,NA,NA,2.04685439751697,-0.755289232352909,0.25,1
"858",1858,NA,NA,NA,3,-0.307968438674499,0.25,1
"859",1859,NA,NA,NA,1.46870167905167,-0.709256158589762,0.25,1
"860",1860,NA,NA,NA,3,4,0.25,1
"861",1861,NA,NA,NA,0.599086606735288,-1.39171021585768,0.25,1
"862",1862,NA,NA,NA,3,-0.319644933168131,0.25,1
"863",1863,NA,NA,NA,0.475543242893446,4,0.25,1
"864",1864,NA,NA,NA,1.13334459800628,1.60967382080174,0.25,1
"865",1865,NA,NA,NA,3,-0.364153202943705,0.25,1
"866",1866,NA,NA,NA,1,0,0.25,1
"867",1867,NA,NA,NA,3,-0.229484424920119,0.25,1
"868",1868,NA,NA,NA,3,0.0882443118624388,0.25,1
"869",1869,NA,NA,NA,0.683965077027183,0.57174312936859,0.25,1
"870",1870,NA,NA,NA,1,0,0.25,1
"871",1871,NA,NA,NA,3,0.0167814840590016,0.25,1
"872",1872,NA,NA,NA,3,-0.00602343544514651,0.25,1
"873",1873,NA,NA,NA,3,0.327144646072083,0.25,1
"874",1874,NA,NA,NA,1,0,0.25,1
"875",1875,NA,NA,NA,3,-0.362748353445493,0.25,1
"876",1876,NA,NA,NA,0.675558444122063,-4,0.25,1
"877",1877,NA,NA,NA,3,-0.558876078199373,0.25,1
"878",1878,NA,NA,NA,3,-0.104108308548468,0.25,1
"879",1879,NA,NA,NA,3,-0.586908331594893,0.25,1
"880",1880,NA,NA,NA,3,-0.246567816017467,0.25,1
"881",1881,NA,NA,NA,3,0.0853830491816295,0.25,1
"882",1882,NA,NA,NA,0.222543228921097,-4,0.25,1
"883",1883,NA,NA,NA,3,-0.47136480251822,0.25,1
"884",1884,NA,NA,NA,1,0,0.25,1
"885",1885,NA,NA,NA,1,0,0.25,1
"886",1886,NA,NA,NA,1,0,0.25,1
"887",1887,NA,NA,NA,3,-0.0952498420852478,0.25,1
"888",1888,NA,NA,NA,1,0,0.25,1
"889",1889,NA,NA,NA,1,0,0.25,1
"890",1890,NA,NA,NA,1,0,0.25,1
"891",1891,NA,NA,NA,2.62746731255045,-0.496059630748618,0.25,1
"892",1892,NA,NA,NA,3,0.12006806994514,0.25,1
"893",1893,NA,NA,NA,1.58223551153276,0.175298661193225,0.25,1
"894",1894,NA,NA,NA,0.393813024342727,2.72765504256107,0.25,1
"895",1895,NA,NA,NA,3,-0.188865489619758,0.25,1
"896",1896,NA,NA,NA,1.78081374623421,0.26873316423827,0.25,1
"897",1897,NA,NA,NA,3,-0.304367521103877,0.25,1
"898",1898,NA,NA,NA,1,0,0.25,1
"899",1899,NA,NA,NA,0.852841994276965,-1.1933888286336,0.25,1
"900",1900,NA,NA,NA,1,0,0.25,1
"901",1901,NA,NA,NA,0.272678577056896,-4,0.25,1
"902",1902,NA,NA,NA,3,-0.161418992454279,0.25,1
"903",1903,NA,NA,NA,1,0,0.25,1
"904",1904,NA,NA,NA,1,0,0.25,1
"905",1905,NA,NA,NA,1,0,0.25,1
"906",1906,NA,NA,NA,1,0,0.25,1
"907",1907,NA,NA,NA,1,0,0.25,1
"908",1908,NA,NA,NA,1,0,0.25,1
"909",1909,NA,NA,NA,1,0,0.25,1
"910",1910,NA,NA,NA,1,0,0.25,1
"911",1911,NA,NA,NA,1,0,0.25,1
"912",1912,NA,NA,NA,3,-0.209186743028098,0.25,1
"913",1913,NA,NA,NA,0.619795955166671,-4,0.25,1
"914",1914,NA,NA,NA,0.195440213967494,-3.49329462506346,0.25,1
"915",1915,NA,NA,NA,1,0,0.25,1
"916",1916,NA,NA,NA,3,-0.826058317444667,0.25,1
"917",1917,NA,NA,NA,2.19544874869376,-0.287612892010966,0.25,1
"918",1918,NA,NA,NA,1,0,0.25,1
"919",1919,NA,NA,NA,0.863640923633231,-0.412982384801537,0.25,1
"920",1920,NA,NA,NA,3,-0.508541983634935,0.25,1
"921",1921,NA,NA,NA,3,-0.00403250474777714,0.25,1
"922",1922,NA,NA,NA,3,0.0893071952958849,0.25,1
"923",1923,NA,NA,NA,1,0,0.25,1
"924",1924,NA,NA,NA,1.65538628725216,0.397825105741569,0.25,1
"925",1925,NA,NA,NA,3,0.457979605365761,0.25,1
"926",1926,NA,NA,NA,3,4,0.25,1
"927",1927,NA,NA,NA,3,-0.553937286018931,0.25,1
"928",1928,NA,NA,NA,3,-1.05805229000563,0.25,1
"929",1929,NA,NA,NA,1.2419275049015,-0.152414230317482,0.25,1
"930",1930,NA,NA,NA,1,0,0.25,1
"931",1931,NA,NA,NA,3,0.298454931067605,0.25,1
"932",1932,NA,NA,NA,1.47859731502701,-0.213413436893398,0.25,1
"933",1933,NA,NA,NA,1.40546277480526,-0.235949268879247,0.25,1
"934",1934,NA,NA,NA,3,0.899219141157713,0.25,1
"935",1935,NA,NA,NA,3,0.728656064999992,0.25,1
"936",1936,NA,NA,NA,1,0,0.25,1
"937",1937,NA,NA,NA,1,0,0.25,1
"938",1938,NA,NA,NA,1,0,0.25,1
"939",1939,NA,NA,NA,1.47827346084824,-0.799173873027897,0.25,1
"940",1940,NA,NA,NA,3,-0.34294763731941,0.25,1
"941",1941,NA,NA,NA,1,0,0.25,1
"942",1942,NA,NA,NA,1,0,0.25,1
"943",1943,NA,NA,NA,1,0,0.25,1
"944",1944,NA,NA,NA,3,1.27987711269505,0.25,1
"945",1945,NA,NA,NA,1,0,0.25,1
"946",1946,NA,NA,NA,1.15216424628139,0.571291711714097,0.25,1
"947",1947,NA,NA,NA,1,0,0.25,1
"948",1948,NA,NA,NA,1,0,0.25,1
"949",1949,NA,NA,NA,1.26384206519859,0.274947626812441,0.25,1
"950",1950,NA,NA,NA,2.01720566594852,0.358450697638566,0.25,1
"951",1951,NA,NA,NA,3,0.14133466780682,0.25,1
"952",1952,NA,NA,NA,3,0.520952985639493,0.25,1
"953",1953,NA,NA,NA,1,0,0.25,1
"954",1954,NA,NA,NA,1,0,0.25,1
"955",1955,NA,NA,NA,3,-4,0.25,1
"956",1956,NA,NA,NA,3,-0.190007131060482,0.25,1
"957",1957,NA,NA,NA,3,-0.0642879499277258,0.25,1
"958",1958,NA,NA,NA,1,0,0.25,1
"959",1959,NA,NA,NA,3,-0.902322023923861,0.25,1
"960",1960,NA,NA,NA,1,0,0.25,1
"961",1961,NA,NA,NA,1,0,0.25,1
"962",1962,NA,NA,NA,3,0.00173304474342374,0.25,1
"963",1963,NA,NA,NA,1,0,0.25,1
"964",1964,NA,NA,NA,2.99774338760247,0.0510239580170046,0.25,1
"965",1965,NA,NA,NA,3,0.926848842573575,0.25,1
"966",1966,NA,NA,NA,0.167655044073427,0.953211381987231,0.25,1
"967",1967,NA,NA,NA,1,0,0.25,1
"968",1968,NA,NA,NA,1.96399684953414,-0.0696224456477945,0.25,1
"969",1969,NA,NA,NA,3,-0.743296173218234,0.25,1
"970",1970,NA,NA,NA,3,0.871552938631642,0.25,1
"971",1971,NA,NA,NA,3,-0.394500133416558,0.25,1
"972",1972,NA,NA,NA,1.6872048598135,-0.0647610811589816,0.25,1
"973",1973,NA,NA,NA,1,0,0.25,1
"974",1974,NA,NA,NA,3,0.232997513684797,0.25,1
"975",1975,NA,NA,NA,3,0.636636375932156,0.25,1
"976",1976,NA,NA,NA,1,0,0.25,1
"977",1977,NA,NA,NA,1,0,0.25,1
"978",1978,NA,NA,NA,1,0,0.25,1
"979",1979,NA,NA,NA,0.81546094560494,2.55597173540791,0.25,1
"980",1980,NA,NA,NA,1,0,0.25,1
"981",1981,NA,NA,NA,0.390293460834646,4,0.25,1
"982",1982,NA,NA,NA,1,0,0.25,1
"983",1983,NA,NA,NA,1,0,0.25,1
"984",1984,NA,NA,NA,1,0,0.25,1
"985",1985,NA,NA,NA,1,0,0.25,1
"986",1986,NA,NA,NA,0.49069052409037,0.201861487868183,0.25,1
"987",1987,NA,NA,NA,3,4,0.25,1
"988",1988,NA,NA,NA,0.817654386077536,-2.2374451718309,0.25,1
"989",1989,NA,NA,NA,0.972164687749017,1.60933619418526,0.25,1
"990",1990,NA,NA,NA,2.49286648129353,-0.261240903773437,0.25,1
"991",1991,NA,NA,NA,2.22045341237104,-0.0894734543527663,0.25,1
"992",1992,NA,NA,NA,2.58861841783226,0.382887425623632,0.25,1
"993",1993,NA,NA,NA,3,-0.228610808938851,0.25,1
"994",1994,NA,NA,NA,1,0,0.25,1
"995",1995,NA,NA,NA,3,-0.41681893041818,0.25,1
"996",1996,NA,NA,NA,1,0,0.25,1
"997",1997,NA,NA,NA,3,0.827342777825009,0.25,1
"998",1998,NA,NA,NA,1,0,0.25,1
"999",1999,NA,NA,NA,1,0,0.25,1
"1000",2000,NA,NA,NA,1,0,0.25,1
"1001",2001,NA,NA,NA,1.41756676153438,-1.16481744952329,0.25,1
"1002",2002,NA,NA,NA,0.887051173182059,1.36460360966942,0.25,1
"1003",2003,NA,NA,NA,3,0.0771264379924502,0.25,1
"1004",2004,NA,NA,NA,0.831198291570228,0.581053468943924,0.25,1
"1005",2005,NA,NA,NA,1.26877188744731,0.285302570536856,0.25,1
"1006",2006,NA,NA,NA,1.21903137086407,-0.558116532658278,0.25,1
"1007",2007,NA,NA,NA,2.92944978169718,0.987132562936336,0.25,1
"1008",2008,NA,NA,NA,3,0.417862589043935,0.25,1
"1009",2009,NA,NA,NA,1.57220194649467,0.2528746048125,0.25,1
"1010",2010,NA,NA,NA,2.68891971576411,0.495565909641674,0.25,1
"1011",2011,NA,NA,NA,0.997262315086197,0.200124137416594,0.25,1
"1012",2012,NA,NA,NA,1,0,0.25,1
"1013",2013,NA,NA,NA,1,0,0.25,1
"1014",2014,NA,NA,NA,1,0,0.25,1
"1015",2015,NA,NA,NA,1,0,0.25,1
"1016",2016,NA,NA,NA,1,0,0.25,1
