id,item_id,response,score,timeTaken,session_id,theta,sem,trait,skipped
2237,2237,Internal Torque,1,11.10994506,305,-0.381469975,0.460944764,,
2239,2239,Polar area moment of Inertia,1,14.02198601,305,-0.311048267,0.411242061,,
2244,2244,Inner radius of the shaft,1,20.90948391,305,-0.245068955,0.486799566,,
2249,2249,Internal Torque,1,14.45837188,305,-0.363965313,0.473034497,,
2252,2252,Modulus of Resilience,0,23.46964312,305,-0.366207199,0.420138275,,
2255,2255,Perpendicular distance from the neutral axis to some point,1,43.99205709,305,-0.315481756,0.44944517,,
2257,2257,The maximum and minimum principle moments of inertia calculated about the z axis,0,16.13695693,305,-0.355197017,0.388497439,,
2505,2505,$\sigma_{max} = K \sigma_{avg}$,1,74.4894979,305,-0.292704389,0.388169444,,
2508,2508,$\tau_{max} = \frac {T\cdot c}{J}$,1,111.2956121,305,-0.299462597,0.599494562,,
2521,2521,$\tau_{max} = K \cdot \frac {T \cdot c}J$,0,68.62904406,305,-0.259280172,0.628459912,,
2525,2525,$\Sigma F_y = 0$,1,69.34127188,305,-0.180337483,0.518512904,,
2541,2541,$\Sigma M_y = 0$,0,25.67200494,305,-0.321990123,0.500698513,,
2703,2703,$80 in.$,1,49.57016683,305,-0.144274791,0.704800967,,
2714,2714,$0.12 in^2$,1,35.16792417,305,-0.208153926,0.395616119,,
2723,2723,$25.0 \cdot 12.0 psi$,1,62.71052504,305,-0.554778093,0.361342345,,
2724,2724,$\frac {0.74 in.}{2}$,1,25.70345402,305,-0.09180903,0.558763757,,
2725,2725,$\frac \pi 2 \cdot (\frac {0.74 in.}{2})^4$,1,30.78898311,305,-0.191339298,0.577669265,,
2729,2729,$\frac \pi 2 \cdot (\frac {0.17 m}{2})^4$,1,98.63941598,305,-0.056770125,0.757936385,,
2743,2743,$0.035 m$,1,28.26401901,305,0.129092745,0.648508613,,
2746,2746,$500.0 N \cdot m$,0,29.40954494,305,-0.451246729,0.473704182,,
2758,2758,$0.4 m$,1,29.50724602,305,-0.274286932,0.429095537,,
2762,2762,$-90.0 N \cdot m$,0,36.40807605,305,-0.305418567,0.741105998,,
2766,2766,$Unknown$,1,30.1975491,305,-0.441428739,0.338666951,,
2771,2771,$540.0 rpm$,0,21.03283596,305,-0.139826035,0.537321444,,
2776,2776,$20.0 \frac {\text {rad}}{\text s}$,0,37.21545005,305,-0.443460103,0.370185656,,
2812,2812,$\frac {3.0 in.} 2$,0,48.95347691,305,-0.545828649,0.372518391,,
2826,2826,$0.02 m$,0,11.2552309,305,-0.215000632,0.501801325,,
2828,2828,$75.0 kN \cdot m$,1,13.91322494,305,-0.258425269,0.403095866,,
2829,2829,$0.150 m - 0.2035m$,0,65.28587484,305,-0.594940602,0.374008963,,
2833,2833,$\frac {\pi} 2 \cdot ((\frac {0.2 m}2)^4 - (\frac {0.16 m}2)^4)$,0,33.07357287,305,-0.415448633,0.389178786,,
2834,2834,$Unknown$,0,58.82936978,305,-0.079502351,0.6358665,,
2845,2845,$3.4641 m - \frac 1 3 \sqrt {(4.0 in.)^2 - (2.0 in.)^2}$,1,72.2483201,305,8.80E-09,0.542326144,,
2855,2855,$- M \cdot \sin (45^{\circ})$,1,49.56419492,305,-0.334115446,0.438944814,,
2871,2871,$0.366827 \cdot (10^{-3}) m^4$,0,125.8157089,305,-0.416979522,0.624718046,,
2876,2876,$0.366827 \cdot (10^{-3}) m^4$,0,52.32029414,305,-0.434801953,0.376189357,,
2877,2877,$57.6014 \cdot (10^{-6}) m^4$,0,42.27481318,305,-0.495369859,0.371238805,,
2121,2121,Angle between a line segment and the axis,0,29.18805289,306,-2.41E-07,0.674199871,,
2126,2126,Initial Length,0,4.78956008,306,-0.033845064,0.583597879,,
2128,2128,Final Area,0,5.819167852,306,0.106443496,0.722449628,,
2186,2186,Change in Shear,1,275.7006679,306,0.493349677,0.874934278,,
2191,2191,Maximum Normal Stress,1,51.13680315,306,0.272390701,0.930635074,,
2200,2200,Coordinate of the point measured from the z axis,0,114.2251,306,0.257858526,0.786101216,,
2246,2246,Frequency,0,4.215816021,306,0.144402748,0.593376802,,
2541,2541,$\sigma = E \cdot \epsilon$,1,37.90077806,306,8.80E-09,0.542326144,,
2738,2738,$85.0 W$,1,35.90597606,306,0.673821941,0.831512979,,
2758,2758,$0.4 m$,1,160.9676421,306,0.249945274,0.693106839,,
2765,2765,$75.0 GPa$,1,279.6302629,306,0.418999684,0.751478407,,
2779,2779,$Unknown$,1,170.342891,306,0.24498934,0.626857481,,
2791,2791,$-A_y - \frac 4 5 \cdot F_A  - 1200 lb$,0,119.484391,306,-0.191339298,0.577669265,,
2833,2833,$\frac {\pi} 4 \cdot ((\frac {0.2 m}2)^4 - (\frac {0.16 m}2)^4)$,1,496.4486442,306,0.129092745,0.648508613,,
2854,2854,$\frac 1 {12} \cdot (10.0 in.) \cdot (16.0in.) ^3 - \frac 1 {12} \cdot (8.0 in.) \cdot (14.0in.) ^3$,1,214.252594,306,0.34959701,0.608472384,,
2872,2872,$\frac 5 {13} \cdot (490.0 N \cdot m)$,1,58.7169981,306,-0.09180903,0.558763757,,
2002,2002,$\text {The thermal stress depends on the length of the bar.}$,0,41.73223591,307,0.904424045,0.40262025,,
2008,2008,$\text {Both $\sigma_A$ and $\sigma_B$ are compressive.}$,1,29.124825,307,0.992466668,0.44443668,,
2010,2010,$\text {A shear stress that varies linearly over the section.}$,0,39.0697701,307,-0.150169581,0.880809041,,
2050,2050,P11.010-Moment(False 2).JPG,0,8.278163195,307,0.328112597,0.341400116,,
2102,2102,Sum of the forces in the y-direction,1,4.118145943,307,0.32265995,0.332518913,,
2105,2105,Sum of the moments in the  y-direction,1,4.498535156,307,1.162451269,0.429606794,,
2112,2112,Factor of Strain,0,3.386544943,307,0.65852677,0.370924718,,
2113,2113,Failure Stress,1,6.177381039,307,-0.056770125,0.757936385,,
2120,2120,Shear strain,1,6.870494127,307,0.345601984,0.321741455,,
2121,2121,Angle between a line segment and the axis,0,16.55805802,307,0.7439243,0.50458217,,
2127,2127,Initial Area,0,4.360905886,307,0.366590679,0.347855352,,
2144,2144,Deformation,0,4.135396004,307,-0.449836457,0.849927641,,
2146,2146,Length,0,7.729869843,307,0.601297449,0.361846083,,
2147,2147,Cross-Sectional Area,1,3.815006018,307,0.397970518,0.344852988,,
2152,2152,Original Length,1,5.770843029,307,0.682788358,0.616235521,,
2157,2157,Internal Torque,1,4.317761898,307,0.449957653,0.312680854,,
2159,2159,Polar area moment of Inertia,1,2.94498682,307,0.372731335,0.319309637,,
2163,2163,Allowable Shear Stress,1,7.525502205,307,0.855774099,0.387038737,,
2166,2166,Angular Velocity,1,3.947418213,307,1.09813938,0.435008363,,
2168,2168,Final Length,1,20.15710783,307,0.399139068,0.316994252,,
2169,2169,Internal Torque at position x,1,4.278530836,307,0.68954698,0.3682187,,
2172,2172,Angle of Twist,1,9.458370924,307,0.79844356,0.498125923,,
2178,2178,Torsional stress-concentration factor,1,9.117139101,307,0.954428091,0.448011461,,
2187,2187,Distributed Load at each point,0,36.62003803,307,0.753454343,0.378306531,,
2193,2193,Inner Radius of Shaft,0,4.679873943,307,0.876503875,0.531680163,,
2214,2214,Modulus of Elasticity for the material expressed as a function of x,1,7.987696886,307,0.272390701,0.930635074,,
2228,2228,Total Length,0,7.347177029,307,0.518484928,0.356416597,,
2232,2232,Shear Stress,1,9.247313976,307,0.351869618,0.329778204,,
2245,2245,Power,1,2.764057159,307,0.843013847,0.592167087,,
2250,2250,Total Length,1,22.17052197,307,0.989513701,0.477311927,,
2252,2252,Shear Modulus of Elasicity,1,3.082563877,307,0.898849397,0.486848135,,
2512,2512,$\tau_{max} = \frac {T\cdot c}{J}$,1,8.488944054,307,0.380291648,0.327178028,,
2541,2541,$\sigma = E \cdot \epsilon$,1,14.64658213,307,0.376779426,0.668749976,,
2542,2542,$\sigma_{max} = \frac {Mc}I$,1,12.102561,307,0.106443496,0.722449628,,
2704,2704,$\frac \pi 4 \cdot (1.0 in)^2 \cdot 18 \cdot (10^3)$,1,19.44526196,307,0.849987271,0.492239461,,
2709,2709,$Unknown$,0,25.54231811,307,0.317744426,0.324298819,,
2717,2717,$Unknown$,1,4.659256935,307,0.766364076,0.603399357,,
2734,2734,$Unknown$,1,6.262810946,307,1.097833325,0.558366715,,
2736,2736,$\frac {0.02m}{2}$,1,6.080183983,307,0.913778965,0.582251936,,
2746,2746,$Unknown$,0,15.60727692,307,0.914783011,0.45184222,,
2749,2749,$7.0 ksi$,1,5.239997149,307,0.489710462,0.648343021,,
2755,2755,$1500.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,8.135776997,307,1.064258984,0.437959053,,
2756,2756,$Unknown$,1,5.784093142,307,0.424870345,0.314787141,,
2757,2757,$85.0 kN \cdot m$,1,20.6119051,307,1.130851836,0.432229921,,
2766,2766,$Unknown$,1,11.66507506,307,1.072104977,0.469128204,,
2770,2770,$Unknown$,1,4.714088917,307,0.591079543,0.631052809,,
2771,2771,$Unknown$,1,15.11535692,307,1.040578997,0.565510567,,
2784,2784,$\frac \pi 2 \cdot (\frac {0.06m}{2})^4$,1,25.46955204,307,-0.242148052,0.800493909,,
2792,2792,$\frac 4 5 \cdot {F_A} \cdot (3.0 ft.) - 1200lb \cdot (8.0 ft)$,1,30.83610988,307,0.93255602,0.524926484,,
2801,2801,$\frac 1 {12} \cdot (0.2m) \cdot (0.3m)^3 - \frac 1 {12} \cdot (0.16m) \cdot (0.25m)^3$,1,46.17559099,307,1.029081433,0.441096168,,
2828,2828,$75.0 kN \cdot m$,1,7.349448919,307,0.936137911,0.399944121,,
2829,2829,$0.2035 m$,0,7.855914831,307,0.82461011,0.389673857,,
2832,2832,$\frac {0.16 m} 2$,0,9.620043039,307,0.440453135,0.351790813,,
2842,2842,$(\frac {0.10} 2)m - 0.012848 m$,1,6.985236883,307,0.249945274,0.693106839,,
2845,2845,$3.4641 m - \frac 1 3 \sqrt {(4.0 in.)^2 - (2.0 in.)^2}$,1,12.39544511,307,0.979408837,0.573425246,,
2858,2858,$Unknown$,1,4.873556137,307,0.945284426,0.481889708,,
2862,2862,$\frac 1 {12} \cdot (0.007m) \cdot (0.04) ^3$,1,24.11767793,307,0.29255663,0.335411646,,
2871,2871,$0.366827 \cdot (10^{-3}) m^4$,0,24.59852195,307,1.026994239,0.414824979,,
2872,2872,$\frac 5 {13} \cdot (490.0 N \cdot m)$,1,26.94129205,307,1.031730629,0.473070618,,
2876,2876,$0.366827 \cdot (10^{-3}) m^4$,0,14.37280297,307,0.261535044,0.338469457,,
2010,2010,$\text {A shear stress that is uniform over the section.}$,0,29.30449986,309,-0.689597408,0.371725677,,
2023,2023,$8.0 kN$,1,29.69768596,309,-0.535665358,0.384834315,,
2050,2050,P11.010-Moment(False 3).JPG,0,256.4040492,309,-0.68981856,0.360809805,,
2051,2051,P11.005-Moment(False 2).JPG,0,89.54595399,309,-0.806732478,0.654646516,,
2111,2111,Area at the section,1,13.0261178,309,-0.525171553,0.487903822,,
2113,2113,Failure Stress,1,8.39776206,309,-0.483829543,0.783397531,,
2125,2125,Final Length,0,12.45591712,309,-0.58826838,0.386374818,,
2129,2129,Poisson's Ratio,1,14.42201495,309,-0.540916653,0.378521965,,
2132,2132,Modulus of Toughness,0,18.0657208,309,-0.680624349,0.726184814,,
2136,2136,Normal Stress,0,56.41477799,309,-1.020956833,0.660378972,,
2138,2138,Deformation,0,6.052304983,309,-0.918830708,0.657104876,,
2142,2142,Cross-Sectional Area,1,5.225415945,309,-0.688466684,0.428027066,,
2143,2143,Modulus of Elasticity,1,6.027801991,309,-0.68786857,0.456861102,,
2144,2144,Deformation,0,62.4234271,309,-0.68184813,0.686889542,,
2160,2160,Polar area moment of Inertia,1,6.947661877,309,-0.504260106,0.517121649,,
2186,2186,Change in Volume,0,76.46355104,309,-0.816575064,0.686802105,,
2191,2191,Maximum Shear Stress,0,13.36671805,309,-0.515342,0.501846961,,
2207,2207,Law of cosines,1,13.54635596,309,-0.755929845,0.470789785,,
2212,2212,Internal axial force at the section with its origin being about the x-axis.,0,50.06910896,309,-0.744353797,0.422072386,,
2213,2213,Cross-sectional area of the bar expressed as a function of x.,1,17.61207914,309,-0.645768397,0.364379795,,
2215,2215,Deformation,0,4.179056168,309,-0.642798713,0.375696872,,
2223,2223,Cross-Sectional Area,1,9.408068895,309,-0.758892106,0.482691996,,
2234,2234,Outer radius of the shaft,1,38.78348398,309,-0.889628982,0.604982703,,
2237,2237,Internal Torque,1,26.67962098,309,-0.647136113,0.359095238,,
2239,2239,Polar area moment of Inertia,1,5.097602844,309,-0.592046925,0.535479367,,
2252,2252,Modulus of Toughness,0,13.43957901,309,-0.750739932,0.449380606,,
2504,2504,$\delta = \sum \frac {PL}{AE}$,1,12.00369287,309,-0.50910061,0.731393499,,
2505,2505,$\tau_{max} = K \cdot \frac {T \cdot c}J$,0,6.933962822,309,-0.689469645,0.377568205,,
2508,2508,$\tau_{max} = \frac {T\cdot c}{J}$,1,102.635541,309,0.272390701,0.930635074,,
2510,2510,$\tau_{max} = \frac {T\cdot \rho}{J}$,0,12.90811706,309,-0.688649697,0.419566737,,
2515,2515,$P = T \cdot \omega$,1,13.14243007,309,-0.584584178,0.39304578,,
2534,2534,$\sigma_{max} = \frac {Mc}I$,1,49.43956494,309,-0.421755544,0.500780422,,
2546,2546,$\sigma_{max} = \frac {Mc}I$,0,19.02665877,309,-0.762144527,0.495529647,,
2714,2714,$0.12 in^2$,1,27.99328899,309,-0.644326194,0.369907361,,
2725,2725,$\frac \pi 2 \cdot (\frac {0.74 in.}{2})^2$,0,10.31020284,309,-0.748467622,0.439706776,,
2729,2729,$\frac \pi 2 \cdot (\frac {0.17 m}{2})^4$,1,12.18614411,309,-0.631164659,0.417331857,,
2732,2732,$0.04m$,0,15.0339241,309,-0.687049702,0.492440895,,
2740,2740,$150.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,37.31407905,309,-0.90327817,0.629564532,,
2749,2749,$150.0 hp$,0,24.85684609,309,-0.679158392,0.773159371,,
2754,2754,$1500.0 \frac {\text {rev}}{\text {min}}$,0,11.84878397,309,-0.603427432,0.503724434,,
2755,2755,$1500.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,30.8448379,309,-0.528729416,0.689117524,,
2761,2761,$90.0 N \cdot m$,0,33.17299008,309,-0.449836457,0.849927641,,
2767,2767,$540.0 rpm$,0,14.12770009,309,-0.827420779,0.486117047,,
2768,2768,$540.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,33.41368914,309,-0.784694497,0.579226233,,
2769,2769,$53.0 MPa$,1,16.13189197,309,-0.685478007,0.556107711,,
2774,2774,$\frac \pi 2 \cdot ((\frac {0.34m}{2})^2 - (\frac {0.26m}{2})^2)$,0,18.43034315,309,-0.833843314,0.49906231,,
2798,2798,$10.0 kN \cdot m$,0,30.84531093,309,-0.641174697,0.381769531,,
2803,2803,$24.0 kN \cdot m$,1,9.702510834,309,-0.635602799,0.40194049,,
2812,2812,$\frac {3.0 in.} 2$,0,18.86408496,309,-0.591722081,0.38003926,,
2824,2824,$75.0 kN \cdot m$,0,20.15477395,309,-0.677283732,0.830703483,,
2827,2827,$75.0 kN \cdot m$,0,10.33881092,309,-0.150169581,0.880809041,,
2836,2836,$\frac 1 {12} \cdot (b) \cdot (1.5b)^3$,1,38.9234612,309,-0.594940602,0.374008963,,
2837,2837,$65.0 kg \cdot 9.81 \frac m {s^2}$,0,17.24343395,309,-0.999883742,0.633383976,,
2838,2838,$120.0 GPa$,1,12.33575416,309,-0.688108327,0.446614392,,
2842,2842,$(\frac {0.10} 2)m - 0.012848 m$,1,42.90350699,309,-0.688817341,0.411589181,,
2845,2845,$3.4641 m - \frac 1 3 \sqrt {(4.0 in.)^2 - (2.0 in.)^2}$,1,33.16428399,309,-0.682811514,0.653370894,,
2858,2858,$15.0 N \cdot m$,0,16.41733599,309,-0.753220909,0.45971602,,
2868,2868,$490.0 kN \cdot m$,0,10.57640481,309,-0.689706867,0.36614524,,
2874,2874,$57.6014 \cdot (10^{-6}) m^4$,0,21.62113094,309,-0.608197275,0.489869378,,
2878,2878,$-22.62^{\circ}$,1,12.89144087,309,-0.688266464,0.437020978,,
2156,2156,Shear Stress,1,20.15358901,310,0.257858526,0.786101216,,
2160,2160,Polar area moment of Inertia,1,74.57462096,310,-0.191339298,0.577669265,,
2192,2192,Internal Bending Moment,0,16.75094891,310,0.106443496,0.722449628,,
2193,2193,Inner Radius of Shaft,0,11.75629401,310,-0.232458731,0.554691821,,
2210,2210,Shear Strain,1,6.985984087,310,0.129092745,0.648508613,,
2244,2244,Inner radius of the shaft,1,11.14811516,310,-0.09180903,0.558763757,,
2533,2533,$\sigma_{max} = \frac {Mc}I$,1,24.13608479,310,-0.299462597,0.599494562,,
2715,2715,$18.0 \cdot (10^3) ksi$,0,83.19992399,310,-0.079502351,0.6358665,,
2724,2724,$0.74 in. $,0,35.28192401,310,-0.150169581,0.880809041,,
2770,2770,$0.75m$,0,38.59573293,310,-0.416979522,0.624718046,,
2771,2771,$540.0 rpm$,0,8.374134064,310,-0.360184486,0.552830193,,
2783,2783,$0.06 m$,0,18.64990187,310,-0.144274791,0.704800967,,
2798,2798,$Unknown$,1,10.42311192,310,0.418999684,0.751478407,,
2802,2802,$Unknown$,1,12.97440314,310,-2.41E-07,0.674199871,,
2839,2839,$Unknown$,1,19.87621593,310,0.069589957,0.828861258,,
2862,2862,$\frac 1 {12} \cdot (0.007m) \cdot (0.04) ^3$,1,416.0887449,310,0.272390701,0.930635074,,
2877,2877,$57.6014 \cdot (10^{-6}) m^4$,0,90.87025905,310,-0.259280172,0.628459912,,
2021,2021,$-107.6 lb$,1,29.29076004,311,1.025390509,0.392748672,,
2028,2028,$-4500.0 lb \cdot in.$,1,25.15162992,311,1.05817882,0.412254339,,
2029,2029,$4500.0 lb \cdot in.$,1,324.9820189,311,1.127730373,0.5032522,,
2118,2118,Final Length,1,22.43137002,311,0.88319714,0.664301621,,
2127,2127,Initial Area,0,7.150671005,311,0.914783011,0.45184222,,
2130,2130,Strain in the lateral direction,1,12.84124112,311,0.78713763,0.680738185,,
2131,2131,Strain in the longitudinal direction,1,12.98183894,311,1.049462478,0.372012875,,
2133,2133,Modulus of Elasticity,1,3.940468073,311,0.999203926,0.359117934,,
2138,2138,Deformation,0,195.133136,311,0.679659714,0.700123151,,
2142,2142,Cross-Sectional Area,1,4.743438005,311,0.673821941,0.831512979,,
2145,2145,Normal Force,1,57.3840189,311,1.187742579,0.617540253,,
2152,2152,Original Length,1,286.6904109,311,0.824231273,0.797338496,,
2167,2167,Angle of Twist,1,26.04839993,311,1.307220874,0.60126757,,
2173,2173,Internal Torque,1,24.45759201,311,1.031730629,0.473070618,,
2205,2205,Outer Radius of the Shaft,0,11.57647109,311,0.931382803,0.349248348,,
2206,2206,Moment of Inertia,1,7.5007689,311,1.0353493,0.51316609,,
2213,2213,Cross-sectional area of the bar expressed as a function of x.,1,83.29092789,311,1.249548254,0.608976836,,
2217,2217,Length,0,8.778953075,311,0.936137911,0.399944121,,
2221,2221,Internal resultant force,0,7.953118086,311,1.097833325,0.558366715,,
2223,2223,Cross-Sectional Area,1,3.427624941,311,0.954874367,0.347593947,,
2224,2224,Modulus of Elasticity,1,6.870280981,311,0.989513701,0.477311927,,
2227,2227,Algebraic change in the temperature of the member,1,9.935013056,311,1.064425442,0.340275266,,
2232,2232,Shear Stress,1,15.62154698,311,0.853563643,0.430268326,,
2244,2244,Inner radius of the shaft,1,33.46963382,311,1.10496732,0.337724547,,
2247,2247,Torque ,1,4.28826189,311,1.023001895,0.3574494,,
2517,2517,$\phi = \sum \frac {TL}{JG}$,1,6.196489096,311,0.890882917,0.42677635,,
2520,2520,$\tau_{max} = K \cdot \frac {T \cdot c}J$,0,68.57435393,311,0.81472414,0.434006435,,
2523,2523,$\phi = \sum \frac {TL}{JG}$,1,91.69188499,311,1.202337212,0.545958714,,
2532,2532,$\sigma = \frac {My} {I}$,1,113.6535871,311,1.063259569,0.747359715,,
2548,2548,$\sigma = - \frac {M_zy}{I_z} + \frac {M_yz}{I_y}$,1,121.8786471,311,1.082712667,0.508008275,,
2704,2704,$\frac \pi 4 \cdot (1.0 in)^2 \cdot 18 \cdot (10^3)$,1,55.640872,311,0.493349677,0.874934278,,
2708,2708,$Unknown$,1,69.00336599,311,1.132658866,0.384719836,,
2711,2711,$Unknown$,1,4.161001921,311,0.954428091,0.448011461,,
2712,2712,$- 1.5 kip$,1,331.4078829,311,1.151625506,0.551880167,,
2713,2713,$18.0 in.$,1,31.36243916,311,0.996562862,0.395019969,,
2715,2715,$10.0 \cdot (10^3) ksi$,1,36.35711503,311,0.994764023,0.417548023,,
2723,2723,$25.0  psi$,0,110.1927941,311,0.985392791,0.518782691,,
2725,2725,$\frac \pi 2 \cdot (\frac {0.74 in.}{2})^4$,1,34.60442495,311,1.106962279,0.386584529,,
2728,2728,$\frac {0.17 m}{2}$,1,13.13375306,311,0.974799519,0.360861703,,
2730,2730,$Unknown$,1,4.295444965,311,0.926792489,0.423506113,,
2750,2750,$Unknown$,1,164.0672252,311,0.952256416,0.769887522,,
2751,2751,$\frac {2.7 in.} 2$,1,7.349355936,311,0.966830185,0.397414772,,
2755,2755,$1500.0 \frac {\text {rev}}{\text {min}} \cdot (\frac {2 \pi \text {rad}}{\text {rev}}) \cdot \frac {1 \text {min}}{60 \text s}$,1,52.38889408,311,1.048751946,0.63789967,,
2765,2765,$75.0 GPa$,1,267.805048,311,1.36121821,0.594277512,,
2767,2767,$Unknown$,1,32.54398394,311,1.043492493,0.341624804,,
2775,2775,$\frac {0.34 m}{2}$,1,22.38277292,311,0.961391629,0.420436341,,
2782,2782,$Unknown$,1,59.87095404,311,1.080546541,0.388539394,,
2786,2786,$\frac 2 3 \cdot T$,1,126.1545889,311,0.272390701,0.930635074,,
2795,2795,$Unknown$,1,7.40486598,311,1.026994239,0.414824979,,
2797,2797,$2.0 m$,1,12.06469798,311,0.977806472,0.346008602,,
2800,2800,$0.125 m $,1,19.95960808,311,0.969877268,0.650179035,,
2823,2823,$\frac {\pi}{4} \cdot (\frac {5.1 in.} 2)^4$,1,21.66572309,311,1.08491092,0.338976144,,
2829,2829,$0.2035 m$,0,198.2638609,311,1.024083845,0.37385599,,
2832,2832,$\frac {0.2 m} 2$,1,26.72667694,311,1.053371239,0.39059153,,
2833,2833,$\frac {\pi} 4 \cdot ((\frac {0.2 m}2)^4 - (\frac {0.16 m}2)^4)$,1,74.05191994,311,1.022089318,0.343027704,,
2847,2847,$Unknown$,0,6.025024176,311,0.94975774,0.362686149,,
2852,2852,$- M \cdot \cos (45^{\circ})$,1,149.781826,311,1.12104976,0.627109886,,
2859,2859,$unknown$,1,48.87587309,311,1.000204585,0.344487925,,
2868,2868,$Unknown$,1,10.16465306,311,1.072104977,0.469128204,,
2877,2877,$57.6014 \cdot (10^{-6}) m^4$,0,148.7427919,311,0.945284426,0.481889708,,
2021,2021,$-107.6 lb$,1,64.00588584,312,0.037841536,0.612937621,,
2051,2051,P11.005-Moment(False 1).JPG,0,386.8001728,312,-0.14149819,0.604322824,,
2145,2145,Normal Stress,0,72.28858685,312,-0.299462597,0.599494562,,
2175,2175,Moment of Inertia,0,9.730507851,312,-0.401062535,0.94022968,,
2248,2248,Angle of Twist,1,3.859694958,312,-0.305418567,0.741105998,,
2515,2515,$\tau_{max} = \frac {T\cdot \rho}{J}$,0,14.98364782,312,-0.483829543,0.783397531,,
2520,2520,$\phi = \frac {TL}{JG}$,0,13.62917304,312,-0.079502351,0.6358665,,
2709,2709,$Unknown$,0,19.76419997,312,-0.568097837,0.597389382,,
2711,2711,$0.07 in^2$,0,100.434128,312,-0.242148052,0.800493909,,
2721,2721,$\frac {1.0 kip}{1.25 in. \cdot 0.125 in.}$,1,84.07617617,312,0.069589957,0.828861258,,
2732,2732,$0.02 m$,1,15.01463509,312,-2.41E-07,0.674199871,,
2761,2761,$Unknown$,1,203.7100351,312,0.129092745,0.648508613,,
2763,2763,$0.2 m$,1,10.00846791,312,-0.150169581,0.880809041,,
2850,2850,$\frac 1 {36} \cdot (4in.) \cdot \sqrt {(4.0 in.)^2 - (2.0 in.)^2}$,1,68.10831189,312,-0.144274791,0.704800967,,
2855,2855,$M \cdot \cos (45^{\circ})$,0,20.17122388,312,-0.440626976,0.597426581,,
2006,2006,$\text {The top of the beam stretches and the bottom compresses.}$,1,35.434021,313,1.121770723,0.366954853,,
2009,2009,$\text {The normal stress at the neutral axis is zero.}$,0,41.23446584,313,0.24498934,0.626857481,,
2010,2010,$\text {A shear stress that is uniform over the section.}$,0,36.35116196,313,0.376779426,0.668749976,,
2020,2020,$2.24 lb$,1,44.89491796,313,1.074181783,0.370251983,,
2023,2023,$8.0 kN$,1,150.0367281,313,0.34959701,0.608472384,,
2104,2104,Sum of the moments in the x-direction,1,10.62719297,313,0.444569677,0.592718268,,
2115,2115,Failure Stress,1,8.678942919,313,0.830109311,0.460396652,,
2116,2116,Allowable Stress,1,11.58687401,313,0.687067024,0.476083605,,
2135,2135,Average Normal Stress,1,27.97493911,313,0.816842767,0.539144529,,
2138,2138,Displacement,1,22.40953517,313,0.531354761,0.579092257,,
2146,2146,Original Length,1,17.48199201,313,0.943624618,0.379943957,,
2153,2153,Maximum Normal Stress,1,9.433106184,313,0.954428091,0.448011461,,
2164,2164,Power,1,7.503185034,313,0.915226012,0.382184829,,
2179,2179,Internal Torque,1,52.74587607,313,1.10496732,0.337724547,,
2184,2184,Shear at each point,1,171.5977151,313,0.737126344,0.470405295,,
2207,2207,Law of cosines,1,25.53831887,313,1.11267654,0.351434575,,
2208,2208,Shear Stress,0,9.489862919,313,0.966830185,0.397414772,,
2214,2214,Modulus of Elasticity for the material expressed as a function of x,1,16.68622994,313,1.064425442,0.340275266,,
2217,2217,Original Length,1,12.05418491,313,1.024083845,0.37385599,,
2218,2218,Cross-Sectional Area,1,6.772018909,313,0.611092606,0.567199553,,
2220,2220,Displacement,1,6.598047972,313,1.098274411,0.368567683,,
2222,2222,Original Length,1,20.3108809,313,0.558096565,0.723316958,,
2228,2228,Original Length,1,16.97200012,313,0.998010559,0.375787524,,
2233,2233,Internal Torque,1,13.20391512,313,0.873394766,0.455958978,,
2238,2238,Radial Position,1,8.858232021,313,0.493349677,0.874934278,,
2243,2243,Outer radius of the shaft,1,11.63108015,313,1.08491092,0.338976144,,
2252,2252,Shear Modulus of Elasicity,1,64.43785,313,0.489710462,0.648343021,,
2257,2257,The maximum and minimum principle moments of inertia calculated about the z axis,0,20.50159788,313,1.05817882,0.412254339,,
2504,2504,$\delta = \sum \frac {PL}{AE}$,1,79.89281917,313,0.679659714,0.700123151,,
2510,2510,$\tau_{max} = \frac {T\cdot c}{J}$,1,49.28248286,313,0.272390701,0.930635074,,
2516,2516,$\phi = \sum \frac {TL}{JG}$,1,37.74132013,313,1.064258984,0.437959053,,
2517,2517,$\phi = \sum \frac {TL}{JG}$,1,19.012326,313,1.144698964,0.365408818,,
2529,2529,$\Delta V = \int w \; dx$,0,58.64474416,313,0.885960147,0.384546281,,
2702,2702,$6kip$,1,34.30064511,313,1.18895475,0.362500414,,
2711,2711,$Unknown$,1,11.84261394,313,1.167085453,0.363925309,,
2720,2720,$Unknown$,1,33.20291591,313,0.992466668,0.44443668,,
